letter,question,answer
ع,"هو أحد حكام الدولة الأموية ومن نسل أحد العشرة المبشرين بالجنة؟","عمر بن عبد العزيز"
ع,"ما هي أغلى مادة في صناعة العطور؟","العنبر"
ع,"ما اسم الرقصة التقليدية التي تُؤدى في بعض دول الخليج العربي؟","العرضة"
ع,"ما هو اللقا؟","العسل"
ع,"ما هو أشهر الأسواق عند العرب قديماً؟","عكاظ"
ع,"غطاء للرأس يرتديه المسلمون بشكل خاص ويصنع من قطعة قماش طويلة ملفوفة حول الرأس أو حول غطاء للرأس؟","العمامة"
ع,"هو قطعة من الزي العربي التي يرتديها الرجال في الجزيرة العربية، ويلبس فوق الشماغ أو الغترة.","العقال"
ع,"اسم يطلق على الأنثى شديدة السمنة","عركركة"
ع,"آخر معقل صليبي في الشام كان","عكا"
ع,"من هو قائد معركة بلاط الشهداء؟","عبد الرحمن الغافقي"
ع,"من هو قائل الحكم لله ثم لعبدالعزيز؟","عبدالله بن جلوي"
ع,"من هو الهداف التاريخي للدوري السعودي؟","عمر السومة"
ع,"ما معنى كلمة جدك في دعاء الاستفتاح؟","العظمة"
ع,"من هو النبي الذي ولد بدون أب؟","عيسى عليه السلام"
ع,"من أسماء الجبل","العلم"
ع,"من نائب الحرس الملكي بعهد الملك عبدالله رحمه الله؟","عبيد غثيث العنزي"
ع,"ما هي أكثر اللغات السامية تحدثاً وإحدى أكثر اللغات انتشاراً في العالم؟","اللغة العربية"
ع,"ما هي وحدة قياس سرعة السفن؟","عقدة"
ع,"ماذا يطلق على بني الرجل وقرابته لأبيه؟","العصبة"
ع,"ما يؤديه الإنسان المُكلَّف من أفعال تقرُّبا إلى الله‏، كالصلاة ونحوها.","عبادة"
ع,"ما هي عاصمة الأردن؟","عمان"
ع,"ما اسم العدد الذي يعبر عن كمية أو مدى شيء ما؟","عدد"
ع,"شجرة ليس لها ظل ولا ثمار","شجرة العائلة"
ع,"من هو قائد كتيبة الموت في معركة اليرموك وهو صاحب مقولة من يبايع على الموت؟","عكرمة بن أبي جهل"
ع,"صحابي من العشرة المبشرين بالجنة واشتهر بخبرته في التجارة","عبدالرحمن بن عوف"
ع,"رقصة شعبية تؤدى في المناسبات السعودية؟","عرضة"
ع,"ما هي أول سورة نزلت على النبي محمد صلى الله عليه وسلم؟","العلق"
ع,"ثلاثة أعمال لا تدخل الميزان يوم القيامة لعظمتها وهي الصيام والصبر و...؟","العفو"
ع,"طريق للحجاج من الكوفة إلى مكة أنشأته زبيدة زوجة هارون الرشيد في عهد الدولة؟","العباسية"
ع,"من هم القوم الذين أرسل اليهم سيدنا هود","عاد إرم"
ع,"من هو الممثل المصري الذي يُلقب بـ “الزعيم”؟","عادل إمام"
ع,"ما هو العصر الذي يسمى بالعصر الذهبي في تاريخ الأدب؟","العصر العباسي"
ع,"طبيب سعودي اشتهر بعمليات فصل التوأم السيامي","عبدالله الربيعة"
ع,"ما هو الطائر الذي يتميز بصوته المميز الذي يشبه العواء؟","العقاب"
ع,"من هو الصحابي الذي شبهه الرسول صلى الله عليه وسلم بنبي الله عيسى عليه السلام؟","عروة بن مسعود الثقفي"
ع,"قال قديما جزاء سنمار وأيضا جزاء مجير أم؟","عامر"
ع,"ماذا يسمى ذكر الضفدع؟","العلجوم"
ع,"ما هو اسم الإسعاف باللهجة البحرينية؟","عمبلوص"
ع,"أعظم المخلوقات وأولها خلقاً، استوى عليه الرحمن بعد خلق السماوات والأرض","العرش"
ع,"من أول من قام بالطيران؟","عباس بن فرناس"
ع,"ما هو أقرب الكواكب إلى الشمس في المجموعة الشمسية؟","عطارد"
ع,"من هو الصحابي الجليل الذي كان من أوائل من أسلم، وقال فيه النبي صلى الله عليه وسلم تقتله الفئة الباغية""؟""","عمار بن ياسر"
ع,"الاسم الثاني لناقة الرسول صلى الله عليه وسلم","العضباء"
ع,"ذو قدرة على الإبداع والاختراع تبلغ درجة لا يبلغها عامة الناس؟","عبقري"
ع,"من هو الصحابي الجليل الذي كان والده أبو جهل؟","عكرمة بن أبي جهل"
ع,"من هو الصديق المقرب للكابتن ماجد؟","عمر"
ع,"في التاريخ: ما هي القبيلة العربية التي نسب لها عنترة بن شداد؟","عبس"
ع,"ينص مبدأ برنولي على أن العلاقة بين ضغط المائع وسرعته؟","عكسية"
ع,"ما هي قافلة الجمال التي تكون محملة بالبضائع والسلع؟","عير"
ع,"من هو الصحابي الذي هزم وقتل هرقل قائد الروم في معركة اليرموك؟","عمر بن الخطاب"
ع,"ما هو اسم يوم الجمعة في الجاهلية؟","عروبة"
ع,"ما هي الذبيحة التي تذبح عن المولود؟","عقيقة"
ع,"من هو مطور لعبة خالة فاطمة؟","عبدالله آل حمد"
ع,"بماذا يسمى يوم الجمعة في الجاهلية؟","عروبة"
غ,"ما الجهاز الحيوي الذي يضم الغدد التي تفرز هرموناتها مباشرةً في الدم؟","غدد صماء"
غ,"ما هو الاسم الذي يطلق على ذكر السلحفاة في اللغة العربية ويبدأ بحرف الغين؟","غيلم"
غ,"شخص اشتهر بشعره وأدبه، وكان سفيرًا للملكة لدى عدة دول، وتولى مناصب وزارية. فمن هو؟","غازي القصيبي"
غ,"ما الحالة التي يفقد فيها الإنسان انتباهه وتركيزه في الأمور المهمة؟","غفلة"
غ,"ما الطائر الذي بعثه الله ليعلم ابن آدم كيفية دفن أخيه؟","الغراب"
غ,"اسم منسوب إلى الغد ويأتي أيضا بمعنى الوقت بين طلوع الشمس والفجر وهو اسم مذكر لكن تسمى به الإناث أيضا؟","غدي"
غ,"طائر معروف كانوا يتشائمون منه قديماً","الغراب"
غ,"بمعنى الظلام أو السواد الشديد ويطلق على الحصان شديد السواد","غيهب"
غ,"ماذا يسمى الانفعال النفسي الذي قد يؤدي إلى قرارات غير عقلانية قد يندم عليها الإنسان؟","الغضب"
غ,"أي دولة إفريقية تقع عاصمتها في مدينة كوناكري؟","غينيا"
غ,"ما هو الشيء الذي يكون سحيقاً وعميقاً؟","غائر"
غ,"من هو كاتب قصيدة ""أجل نحن الحجاز ونحن نجد""؟","غازي القصيبي"
غ,"ماذا يطلق على اليوم الأول من كل شهر هجري؟","غرة"
غ,"ما هو أكبر حقل نفطي في السعودية؟","الغوار"
غ,"ما هي الكلمة التي تأتي بمعنى حزن؟","غمة"
غ,"من هي المرأة التي هزمت الأتراك في ثلاث معارك؟","غالية البقمية"
غ,"هو أداة لتدخين التبغ، له أشكال وأحجام مختلفة، وسبب استخدامه لأنه يصفّي ويرشّح الدخان من النيكوتين والمواد القطرانية؟","غليون"
غ,"ما هو الاسم الذي يطلق على ذكر السلحفاة في اللغة العربية؟","غيلم"
غ,"يُطلق على الطفل الذَّكَر منذ لحظة ولادته إلى أن يشبّ؟","غلام"
غ,"ما هو الحيوان الذي يقيم محاكمات ويعاقب المجرم مثل الإنسان؟","الغراب"
غ,"هي فعل شيء من أجل الوصول لشيء آخر؟","غاية"
غ,"زيادة العوض أو نقصه قدرًا خارجًا عن المعتاد يسمى بـ؟","غبن"
غ,"ما اسم المرض الي يكون فيه موت أنسجة الجسم إما لنقص تدفق الدم إليها أو لإصابتها بعدوى بكتيرية خطيرة","غرغرينا"
غ,"كلمة بمعنى مثال أو نهج","غرار"
غ,"ما طرق معالجة الكلية؟","غسيل الكلى"
غ,"ماذا يطلق على ذكر السلحفاة؟","غليم"
غ,"ما المصطلح الشرعي لذكر المسلم أخاه بما يكره في غيابه؟","غيبة"
غ,"في اللغة والأدب، صفة للعدو إذا كان شديد العداوة.","غاشم"
غ,"ماذا يأخذ الجيش الفائز بالمعركة؟","غنائم"
غ,"ما هو الاسم الذي يطلق على المادة التي تغطي أسطح المفاصل في الجسم؟","الغضروف"
غ,"ما آخر معاقل المسلمين في الأندلس التي سقطت عام 1492م؟","غرناطة"
غ,"قطعة نسيج توضع على رأس الرجل وتتدلى إلى الكتفين","غترة"
غ,"ما الأشياء التي يحصل عليها الجيش المنتصر من الأعداء في المعارك؟","غنيمة"
غ,"ما الفن الشعري الذي يعبر فيه الشاعر عن عواطفه تجاه المحبوب؟","غزل"
غ,"مدينة باليونانية كانت موقعاً محصناً مهماً للحضارة الميسينية، وتقع في بوتيا بالبر الرئيسي لليونان؟","غلا"
غ,"مادة قاسية مرنة تكون هياكل أو أجزاء من هياكل الفقاريات","الغضروف"
غ,"ما هو الشيء الذي يبكي بدون عين ويمشي بدون قدم؟","الغيمة"
غ,"ما الانبعاج الصغير في الخدين يظهر عند الابتسام لدى بعض الأشخاص؟","غمازات"
غ,"ما ناتج أي رقم يقسم على صفر؟","غير معرف"
غ,"ماذا يسمى المجاهد في سبيل الله السائر لملاقاة العدو؟","غازي"
غ,"من أبرز الانفعالات شيوعاً في الطفولة المبكرة؟","غيرة"
