الحرف,السؤال,الإجابة
ك,نهر في الجنة من شرب منه شربة لم يضمأ بعدها أبدا,الكوثر
ك,ما هي المدينة التي أسسها الخليفة عمر بن الخطاب لتكون معسكراً للجيش الإسلامي؟,الكوفة
ك,ماذا يسمى الشخص البالغ الذي تجاوز مرحلة الشباب ووصل سن الرشد؟,كهل
ك,كلمة بمعنى تجهم الوجه وإظهار عدم الرضا...,كشرة
ك,ما الاسم الذي يُطلق على مجموعة من الثروات أو الأشياء الثمينة المخفية؟,كنوز
ك,ما هي المادة الشمعية البيضاء ولها رائحة نفاذة، وتستخرج من الأشجار وتستخدم في المراهم الطبية وطرد الحشرات؟,الكافور
ك,ما هو اسم الهيئة التشريعية العليا في الولايات المتحدة الأمريكية؟,كونجرس
ك,ما اسم التركيب في الخلية الذي يحمل الجينات وينقل الصفات الوراثية؟,كروموسوم
ك,ما هو الشيء الذي صانعه يبيعه ومشتريه لا يستعمله ومستعمله لا يعلم انه استعمله؟,الكفن
ك,ما هي الخاصية الفيزيائية التي تعبر عن نسبة الكتلة إلى الحجم؟,كثافة
ك,ما هو الحيوان الوطني لأستراليا؟,الكنغر
ك,ما هي عاصمة جمهورية غينيا؟,كوناكري
ك,ما اسم أحد أقدم أنواع الخط العربي والذي نشأ في العراق ويتميز بزواياه المستقيمة؟,الخط الكوفي
ك,مركب طبيعي يوجد بالجسم ، يُستخرج من اللحوم والأسماك ويستخدم كمكمل غذائي لزيادة قوة وحجم العضلات,الكرياتين
ك,ما اسم العضو المسؤول عن تصفية الدم وإزالة الفضلات في جسم الإنسان؟,كلى
ك,ما اسم النهر الذي يعد ثاني أطول أنهار إفريقيا؟,نهر الكونغو
ك,ما هي القطعة التي تستخدم لتغيير اتجاه المواسير بزاوية 90 أو 45 درجة؟,الكوع
ك,ما هي الظواهر غير المعتادة التي تظهر على يد الصالحين من غير الأنبياء؟,كرامات
ك,ما هي الدولة التي عاصمتها أستانا؟,كازاخستان
ك,ما هي الرياضة الأكثر شعبية في العالم؟,كرة القدم
ك,من هو بطل العالم الذي هيمن على الشطرنج من 1985 إلى 2000؟,كاسباروف
ك,من هو المدرب الذي حقق الدوري السعودي مع نادي الهلال في عام 2007-2008؟,كوزمين أولاريو
ك,ما هي الصفة القيادية التي تعني قدرة التأثير والجاذبية الشخصية؟,كاريزما
ك,ما هو العنصر الذي يدخل في تركيب جميع المركبات العضوية؟,الكربون
ك,كلمة تطلق على ذهاب ضوء الشمس في النهار عندما يحجبها القمر,الكسوف
ك,ماذا تسمى السنة التي يكون عدد أيامها ٣٦٦ يوماً بدلاً من ٣٦٥ يوم وتتكرر كل 4 سنوات؟,كبيسة
ك,ما هي عاصمة الدنمارك؟,كوبنهاغن
ك,ما هو البروتين الرئيسي في تكوين العظام والغضاريف والأوتار؟,الكولاجين
ك,من هو الصحابي الجليل الذي نزلت فيه آية الفدية في الحج {ففدية من صيام أو صدقة أو نسك} .,كعب بن عجرة (رضي الله عنه)
ك,ما هو العضو الوحيد في جسم الإنسان الذي يمكنه إعادة النمو (التجدد) بعد قطع جزء منه؟,كبد
ك,الاسم الرسمي الذي أطلقته منظمة الصحة العالمية على الجائحة التي انطلقت من الصين أواخر عام 2019,كوفيد-19
ك,ما هو العلم الذي يدرس المادة وتفاعلاتها وتحولاتها؟,كيمياء
ك,ما هو التركيب الخلوي الذي يحمل المعلومات الوراثية؟,كروموسوم
ك,مدرج روماني عملاق يقع في وسط روما، بُني في القرن الأول الميلادي,كولوسيوم
ك,ما هو المصطلح الّذي يعني تحقيق الاستفادة من الموارد بأقل هدر ممكن؟,كفاءة
ك,ما هي عاصمة أفغانستان؟,كابول
ك,"ما هي المعركة التي انتصر فيها المسلمون على الفرس وتسمى ""ذات السلاسل""؟",كاظمة
ك,صكوك مالية مؤجلة تلجأ إليها البنوك التجارية والممولون والمنتجون,كمبيالة
ك,من هو البحّار الإيطالي الذي يُنسب إليه اكتشاف أمريكا في عام 1492؟,كولومبوس
ك,أفعال ماضية ناقصة وناسخة تدخل على الجملة الاسمية ترفع المبتدأ وتنصب الخبر,كان واخواتها
ل,كلمة تعني الكلام الفارغ أو الذي لا فائدة منه، وقد يدل على الخطأ أو الكلام غير المقصود,لغو
ل,أحد أسماء الأسد يرمز إلى الشجاعة ويكثر ذكره في الأمثال,الليث
ل,ما ذا تسمى الأداة التي توضع في فم الحصان للتحكم به وتوجيهه؟,لجام
ل,ما اسم الراية التي كان يعقدها النبي ﷺ لقائد الجيش؟,لواء
ل,ما هي المقولة الشهيرة التي تحث على سرعة إنجاز العمل وعدم التسويف أو التباطؤ في أداء المهام؟,لا تؤجل عمل اليوم إلى الغد
ل,ما اسم القدرة البدنية التي تؤهل اللاعب الرياضي للأداء طوال زمن المباراة؟,لياقة
ل,ما هو السكر الموجود بشكل أساسي في الحليب ومنتجات الألبان؟,اللاكتوز
ل,ما هي عاصمة دولة البرتغال؟,لشبونة
ل,ما اسم الطائر المهاجر كبير الحجم ذو منقار وساقين طويلتين، ويرتبط في بعض الثقافات بجلب الأطفال؟,اللقلق
ل,ما اسم الكلام الذي لا فائدة منه والذي نهى عنه الإسلام؟,لغو
ل,"ورد في القرآن الكريم في سورة الكهف كلمة ""الرقيم"" فماذا تعني؟",اللوح
ل,ما هو العنصر الكيميائي رقم 3 في الجدول الدوري؟,ليثيوم
ل,صفة اجتماعية يتميز صاحبها بأسلوب مهذب وذوق رفيع؟,لباقة
ل,ما هي الصفة الإلهية التي تعني عناية الله بعباده بطريقة خفية؟,لطف
ل,ما اسم تتابع النغمات الموسيقية المنتظمة زمنياً؟,لحن
ل,ما اسم المستحضر الطبي الذي يحفز جهاز المناعة لمقاومة مرض معين؟,لقاح
ل,ما اسم الحجر الكريم الذي يتكوّن داخل المحار ويتميّز باللمعان؟,اللؤلؤ
ل,ماذا يُسمى الخطأ في الإعراب في اللغة العربية؟,اللحن
ل,ما اسم المتحف الفرنسي الشهير الذي يضم لوحة الموناليزا ويقع في باريس؟,متحف اللوفر
ل,ما المصطلح النفسي الذي صاغه فرويد للإشارة إلى الجزء المكبوت من العقل؟,لاوعي
ل,اسم عَلم مؤنث بمعنى فضة أو بريق الفضة اللامع,لُجين
ل,صحابي جليل من الشعراء الفرسان الأشراف في الجاهلية,لبيد بن ربيعة
ل,كلمة تطلق على كل ما يُستطاب طعمه أو ما يُبهج النفس عند تذوقه,لذيذ
ل,من هو الحكيم الذي سميت باسمه سورة في القرآن الكريم؟,لقمان
ل,ما هو المثل العربي الشهير الذي يحذر من مخاطر الكلام ويدعو إلى ضبط اللسان؟,لسانك حصانك، إن صنته صانك، وإن خنته خانك
ل,ما اسم النمط اللغوي المحلي المميز لمنطقة جغرافية معينة؟,لهجة
