letter,question,answer
غ,"ما اسم أكبر حقل نفطي في السعودية؟","الغوار"
غ,"ما هو أكبر حقل نفطي في السعودية؟","الغوار"
غ,"أكلة حرمها الله ومازلنا نأكلها؟","الغيبة"
غ,"أنا جزيرة ضخمة بالقرب من القطب الشمالي، أعتبر الأكبر في العالم ولكنني جزء من دولة صغيرة. فمن أكون؟","غرينلاند"
غ,"ما معنى كلمة طباقة؟","غطاء"
غ,"ما اسم المال المأخوذ من الكفار بالقتال في الإسلام؟","غنيمة"
غ,"ماذا يسمى المجاهد في سبيل الله السائر لملاقاة العدو؟","غازي"
غ,"شخص اشتهر بشعره وأدبه، وكان سفيرًا للملكة لدى عدة دول، وتولى مناصب وزارية. فمن هو؟","غازي القصيبي"
غ,"بمعنى فائز أو منتصر؟","غالب"
غ,"الارتفاع أو مجاوزة الحد أو التفريط في التعظيم يسمى بـ؟","الغلو"
غ,"ماذا يسمى ستر الذنب وعدم المعاقبة عليه؟","غفران"
غ,"ما المركبة البحرية التي تستطيع السير تحت سطح الماء لفترات طويلة؟","غواصة"
غ,"ما الكلمة العربية التي تشير إلى اليوم الذي يلي يومك الحالي؟","غد"
غ,"ما الشعور السلبي الذي يجتاح المرء عند احتدام الغضب والحنق الشديد؟","غيظ"
غ,"كلمة بمعنى تثبيت الشيء في الأرض، وتُستخدم مجازيًا للدلالة على ترسيخ المعاني أو الأفكار في العقل","غرس"
غ,"ماذا تسمى حالة انعدام الوضوح حيث يحتمل الشيء أكثر من تفسير مما يؤدي إلى التباس في الفهم؟","غموض"
غ,"ما الصفة الأخلاقية السيئة التي تعني الخيانة وعدم الوفاء بالعهد؟","غدر"
غ,"ما هو المصطلح الذي يُطلق على الانخفاض الصغير في الجلد، والذي يظهر عادةً على الخدين أو الذقن عند الابتسام؟","غمازة"
غ,"هو التغني بالجمال، وإظهار الشوق إليه، والشكوى من فراقه","الغزل"
غ,"ما مصطلح التجاوز في الدين والمبالغة فيه بما يخرج عن حدود الشرع؟","غلو"
غ,"ماذا يطلق على ذكر السلحفاة؟","غليم"
غ,"ما الحالة النفسية التي يشعر بها المرء عند ابتعاده عن وطنه وأهله؟","غربة"
غ,"انتهى الحكم الإسلامي في الأندلس بسقوط آخر مدينة فيها وهي؟","غرناطة"
غ,"ما الغدة الموجودة في العنق والمسؤولة عن تنظيم التمثيل الغذائي؟","غدة درقية"
غ,"قطعة نسيج توضع على رأس الرجل وتتدلى إلى الكتفين","غترة"
غ,"أول ظلمة الليل بعد الغروب؟","غسق"
غ,"مرادف كلمة خطأ","غلط"
غ,"ما هو اسم بيت السيف؟","غمد"
غ,"ما هو الاسم الذي يطلق على ذكر السلحفاة في اللغة العربية؟","غيلم"
غ,"مدينة باليونانية كانت موقعاً محصناً مهماً للحضارة الميسينية، وتقع في بوتيا بالبر الرئيسي لليونان؟","غلا"
غ,"ما هو العضو الذي يقع في الرقبة وينتج هرمونات النمو؟","الغدة النخامية"
غ,"يعتبر حماية للسيف","غمد"
غ,"ما النسيج الضام المرن الذي يغطي نهايات العظام في المفاصل؟","غضروف"
غ,"في اللغة والأدب، صفة للعدو إذا كان شديد العداوة.","غاشم"
غ,"من مخترع آلة الطباعة الحديثة في القرن الخامس عشر؟","غوتنبرغ"
غ,"من هو مكتشف علم الوراثة؟","غريغور مندل"
غ,"طائر معروف كانوا يتشائمون منه قديماً","الغراب"
غ,"ما هي الطبقة الغازية التي تحيط بكوكبنا والمحصورة حول الأرض بفعل مجال جاذبية الأرض؟","الغلاف الجوي"
غ,"ما هو اسم الخطة التي تستخدم للحصول على هدف معين بطريقة غير مباشرة؟","غاية"
غ,"ما الأعضاء المسؤولة عن إفراز اللعاب في الفم؟","غدد لعابية"
غ,"ما العملية الفيزيائية التي يتحوّل فيها السائل إلى بخار عند درجة حرارة معينة؟","غليان"
غ,"ما الفن الشعري الذي يعبر فيه الشاعر عن عواطفه تجاه المحبوب؟","غزل"
غ,"ما هو الشيء الذي يتكون من بخار الماء ويتواجد في السماء؟","غيمة"
غ,"عملية طبية الهدف منها تنظيف الكليتين ليؤديا وظيفتهما بالشكل الصحيح وذلك بتصفية الدم من الفضلات والسموم","غسيل الكلى"
غ,"ضرب من الرضا التام الدائم؟","غبطة"
غ,"ما هو اسم المعركة التي كانت نقطة تحول في الحرب الأهلية الأمريكية؟","غيتيسبيرغ"
غ,"ماذا يسمى المستولي على مال غيره عنوةً وقهرًا بدون حق أو رضا صاحبه؟","غاصب"
غ,"ما المعصية التي ذمَّها الإسلام وشبّهها القرآن الكريم بأكل لحم الأخ ميتًا؟","غيبة"
غ,"ما هو الاسم الذي يطلق على ذكر السلحفاة؟","غيلم"
غ,"ما المصطلح الشرعي لذكر المسلم أخاه بما يكره في غيابه؟","غيبة"
غ,"الوصف الذي يطلق على أقصى درجات السواد ويُشير أيضًا إلى نوع من أنواع العنب","غربيب"
غ,"هي فعل شيء من أجل الوصول لشيء آخر؟","غاية"
غ,"ما هي الأجزاء في جسم الإنسان التي لها وظائف وإفرازات مختلفة؟","غدد"
غ,"ما هو تجاوز الأمر المحدود؟","غلو"
غ,"ماذا تسمى العقوبة المالية التي تفرض على المخالف للقانون؟","غرامة"
غ,"ما اسم الشجرة المعمرة التي تُعد رمزاً لدولة الإمارات العربية المتحدة وتشتهر بقدرتها العالية على تحمل الجفاف والملوحة؟","الغاف"
غ,"ما هو الحيوان الذي يقيم محاكمات ويعاقب المجرم مثل الإنسان؟","الغراب"
غ,"المعنى العام لكلمة لوعة","غثيان"
غ,"ما المفردة القرآنية التي تعبِّر عن الرخاء والوفرة، ووردت في سورة نوح؟","غدق"
غ,"هي أحد الاتجاهات الرئيسية في الجغرافيا؟","الغرب"
غ,"حالة يفقد فيها الإنسان القدرة على التنفس بسبب امتلاء رئتيه بالماء، وقد تؤدي إلى الوفاة","الغرق"
غ,"ماذا يسمى جزء الشجرة الذي يحمل الأوراق؟","غصن"
غ,"ما الكلمة الدارجة في بعض اللهجات العربية وتعني ""حقل زراعي""؟","غيط"
غ,"ما الكلمة التي تعبّر عن الإفراط والمبالغة في تقدير الأمور أو الأشخاص؟","غلو"
غ,"ما هو الشيء الذي يمشي ولا يترك أثراً؟","الغيمة"
غ,"ما هي الغدة الصماء التي تقع في الرقبة وتنتج هرمونات تنظم الأيض؟","الغدة الدرقية"
غ,"ما الغشاء الرقيق الذي يحيط بالخلية في علم الأحياء؟","غشاء الخلية"
غ,"ما هو اسم أكبر جزيرة في المحيط الهادئ؟","غينيا الجديدة"
غ,"ما الأشياء التي يحصل عليها الجيش المنتصر من الأعداء في المعارك؟","غنيمة"
غ,"ما الاسم الذي يُطلق على الحروب التي خاضها المسلمون بقيادة النبي محمد ﷺ؟","غزوات"
غ,"في جسم الانسان لها وظائف وافرازات مختلفة؟","غدد"
غ,"ما الحيوان الصحراوي رشيق الحركة ويشتهر بجمال قرنيه وسرعته في الركض؟","غزال"
غ,"ما الصفة الدالّة على التكبر والتعالي واحتقار الآخرين؟","غطرسة"
غ,"ما المنطقة الطبيعية الممطرة التي تتكاثر فيها الأشجار والنباتات البرية؟","غابات استوائية"
غ,"ما اسم القبيلة العربية المسيحية التي حكمت بلاد الشام قبل الإسلام وكانت موالية للروم؟","غسان"
غ,"ما طرق معالجة الكلية؟","غسيل الكلى"
غ,"بماذا تسمى خيانة العهد ونقض الوعد؟","غدر"
غ,"من هو كاتب قصيدة ""أجل نحن الحجاز ونحن نجد""؟","غازي القصيبي"
غ,"ما الشعور الذي ينتاب الشخص عند ابتعاده عن وطنه لفترة طويلة؟","غربة"
غ,"ما السُحُب الكثيفة التي تحجب أشعة الشمس في السماء؟","غيوم"
غ,"ما هو الحيوان الذي يستخرج منه المسك؟","الغزال"
غ,"نادي من الدرجة الثالثة نشأ في موقق في حائل؟","الغوطة"
غ,"ما هو مرادف كلمة صغير في اللهجة النجرانية؟","الغر"
غ,"ما معنى كلمة بناجر؟","غوايش"
غ,"ما هو اسم مدرب نادي الاتحاد حالياً؟","غاياردو"
غ,"هي موت خلايا الأنسجة الحيوية بسبب نقص التروية الدموية أو الإصابة بالعدوى البكتيرية وغالباً ما تصيب أطراف الجسم كأصابع اليد والقدم مما قد يؤدي إلى بتر العضو المتأثر.","الغرغرينا"
غ,"ما المادة اللاصقة التي تُستخرج من مصادر حيوانية أو نباتية؟","غراء"
غ,"ماذا يسمى الكرب والحزن؟","غم"
غ,"ما هو الاسم الذي يطلق على ذكر السلحفاة في اللغة العربية ويبدأ بحرف الغين؟","غيلم"
